 0.00459005   0.05396646
   0.00910279   0.05337538
   0.01518017   0.05216777
   0.02028857   0.05063542
   0.02455566   0.04895920
   0.02812092   0.04725258
   0.03111129   0.04558289
   0.03363054   0.04398786
   0.03575972   0.04248984
   0.03756099   0.04110418
   0.03907842   0.03984384
   0.04034385   0.03872195
   0.04138046   0.03775005
   0.04220616   0.03693946
   0.04283716   0.03629626
   0.04328628   0.03582577
   0.04354951   0.03554476
   0.04358389   0.03550787
   0.04329915   0.03581124
   0.04261082   0.03652680
   0.04146500   0.03766297
   0.05133801   0.05102817
   0.05672765   0.06321058
   0.05547933   0.07338081
   0.05027094   0.08546226
   0.03942277   0.09875124
   0.02178983   0.11148842
  -0.00212453   0.12115211
  -0.02962694   0.12571312
  -0.05694506   0.12488957
  -0.08110090   0.12001495
  -0.10074221   0.11288366
  -0.11573634   0.10487653
  -0.12647359   0.09679190
  -0.13352542   0.08908063
  -0.13829874   0.08247577
  -0.14171211   0.07724486
  -0.14408061   0.07331468
  -0.14560463   0.07063320
  -0.14640909   0.06916168
  -0.14657165   0.06886041
  -0.14613745   0.06966376
  -0.14517534   0.07140454
  -0.14386079   0.07370237
  -0.14251760   0.07596339
  -0.14154570   0.07755120
  -0.14137758   0.07782380
  -0.14256640   0.07588070
  -0.14550111   0.07075410
  -0.14970806   0.06247085
  -0.15404879   0.05233122
  -0.15762216   0.04197970
  -0.16012481   0.03271472
  -0.16165486   0.02540501
  -0.16245012   0.02061840
  -0.16262606   0.01872841
  -0.16118285   0.01973716
  -0.15760674   0.02316989
  -0.15205139   0.02797924
  -0.14490677   0.03268367
  -0.13682525   0.03583302
  -0.12839857   0.03688189
  -0.11984608   0.03645708
  -0.11118652   0.03548776
  -0.10246722   0.03453800
  -0.09379817   0.03380573
  -0.08530505   0.03329763
  -0.07709658   0.03295154
  -0.05826303   0.02732060
  -0.05038090   0.02641860
  -0.04902705   0.02856807
  -0.04753400   0.03070581
  -0.04594804   0.03276011
  -0.04429076   0.03470950
  -0.04254606   0.03657819
  -0.04066994   0.03840752
  -0.03861338   0.04022819
  -0.03633585   0.04204986
  -0.03381359   0.04385800
  -0.03104340   0.04562087
  -0.02804166   0.04729687
  -0.02484378   0.04884251
  -0.02372651   0.04934166
   0.00181835   0.05407948
   0.00616533   0.05373169
   0.01279222   0.05272553
   0.01838029   0.05128134
   0.02304446   0.04962241
   0.02692998   0.04789241
   0.03017618   0.04617761
   0.03290061   0.04452745
   0.03519585   0.04297024
   0.03713239   0.04152464
   0.03876134   0.04020496
   0.04011870   0.03902602
   0.04123012   0.03800209
   0.04211496   0.03714593
   0.04279057   0.03646567
   0.04327439   0.03596403
   0.04357116   0.03564988
   0.04365054   0.03556504
   0.04342961   0.03579898
   0.04839550   0.04127740
   0.05190863   0.04670905
   0.05603220   0.05467878
   0.06242151   0.06789867
   0.06188243   0.07927059
   0.05703031   0.09301624
   0.04581828   0.10847414
   0.02668273   0.12373059
  -0.00013619   0.13585283
  -0.03177589   0.14226963
  -0.06383371   0.14235127
  -0.09260116   0.13747890
  -0.11625203   0.12972751
  -0.13447106   0.12075182
  -0.14762683   0.11152408
  -0.15630582   0.10256970
  -0.16200997   0.09468552
  -0.16607206   0.08837272
  -0.16891089   0.08357500
  -0.17076695   0.08023865
  -0.17179041   0.07832420
  -0.17206869   0.07779744
  -0.17164938   0.07860711
  -0.17058679   0.08060074
  -0.16905726   0.08336821
  -0.16743413   0.08618809
  -0.16620350   0.08825172
  -0.16586779   0.08880043
  -0.16704132   0.08682135
  -0.17023171   0.08110796
  -0.17502460   0.07145991
  -0.18010010   0.05930318
  -0.18430622   0.04667179
  -0.18722726   0.03521131
  -0.18898183   0.02600916
  -0.18988384   0.01975995
  -0.19015180   0.01694465
  -0.18878286   0.01770521
  -0.18484804   0.02156519
  -0.17843658   0.02732360
  -0.16995060   0.03322314
  -0.16012697   0.03747687
  -0.14973834   0.03922669
  -0.13918108   0.03904238
  -0.12854587   0.03805520
  -0.11791117   0.03701889
  -0.10741513   0.03621539
  -0.09720888   0.03567161
  -0.08741869   0.03532075
  -0.07492761   0.03350890
  -0.05896482   0.02950283
  -0.04961782   0.02786754
  -0.04808819   0.03012046
  -0.04645780   0.03228070
  -0.04475760   0.03431696
  -0.04297497   0.03625379
  -0.04106250   0.03814032
  -0.03896370   0.04001540
  -0.03663233   0.04189198
  -0.03404031   0.04375657
  -0.03118244   0.04557542
  -0.02807605   0.04730278
  -0.02475972   0.04889051
  -0.02329679   0.04954256
  -0.00287313   0.05402803
   0.00202585   0.05398319
   0.00945559   0.05332513
   0.01575972   0.05204216
   0.02101940   0.05042416
   0.02538310   0.04866653
   0.02900749   0.04688779
   0.03203006   0.04515732
   0.03456170   0.04351451
   0.03668595   0.04198391
   0.03846342   0.04058492
   0.03993539   0.03933541
   0.04113073   0.03825511
   0.04206965   0.03736174
   0.04277055   0.03666637
   0.04325606   0.03617005
   0.04354205   0.03587158
   0.04361064   0.03579868
   0.04991268   0.04154412
   0.05767191   0.04959550
   0.06669521   0.06026942
   0.07145451   0.06955604
   0.07476632   0.08119193
   0.07490414   0.09591944
   0.06936699   0.11406775
   0.05522554   0.13478139
   0.03020976   0.15538973
  -0.00535193   0.17178366
  -0.04740568   0.18047152
  -0.08987641   0.18076435
  -0.12784402   0.17465194
  -0.15899511   0.16488038
  -0.18294114   0.15350631
  -0.20010003   0.14168039
  -0.21115747   0.13002579
  -0.21826333   0.11966736
  -0.22332963   0.11133934
  -0.22688089   0.10498104
  -0.22920659   0.10054316
  -0.23048861   0.09799332
  -0.23083150   0.09730294
  -0.23027277   0.09844777
  -0.22884716   0.10128427
  -0.22676355   0.10526294
  -0.22456136   0.10928384
  -0.22296140   0.11209495
  -0.22264867   0.11262482
  -0.22438897   0.10952435
  -0.22877805   0.10114867
  -0.23516172   0.08725753
  -0.24169414   0.06992250
  -0.24685386   0.05204975
  -0.25019553   0.03594501
  -0.25200391   0.02307400
  -0.25280938   0.01431858
  -0.25296438   0.01032040
  -0.25091633   0.01140457
  -0.24522002   0.01696720
  -0.23596169   0.02522753
  -0.22366728   0.03366797
  -0.20933923   0.03984684
  -0.19409266   0.04262464
  -0.17861438   0.04277183
  -0.16318277   0.04181048
  -0.14799851   0.04075420
  -0.13328366   0.03998083
  -0.11924034   0.03952154
  -0.10601036   0.03928899
  -0.09367350   0.03917224
  -0.08228125   0.03902888
  -0.06647345   0.03571426
  -0.05191407   0.03144684
  -0.04689794   0.03196424
  -0.04508443   0.03415276
  -0.04319044   0.03621253
  -0.04115280   0.03821206
  -0.03889943   0.04020180
  -0.03637475   0.04219580
  -0.03354827   0.04417318
  -0.03041805   0.04608953
  -0.02701074   0.04788850
  -0.02337930   0.04951219
  -0.02181072   0.05016462
  -0.00838400   0.05351871
  -0.00292116   0.05391898
   0.00537414   0.05379292
   0.01250478   0.05279578
   0.01847588   0.05129163
   0.02341934   0.04954327
   0.02750454   0.04771695
   0.03089027   0.04591037
   0.03370823   0.04417996
   0.03605891   0.04255963
   0.03801449   0.04107475
   0.03962356   0.03974920
   0.04091696   0.03860865
   0.04191526   0.03767927
   0.04263578   0.03697925
   0.04310337   0.03651071
   0.04334580   0.03626293
   0.05050295   0.04229974
   0.05976747   0.05082535
   0.07108559   0.06225994
   0.07816929   0.07185862
   0.08496647   0.08371619
   0.09020144   0.09877250
   0.09141575   0.11823513
   0.08500532   0.14271349
   0.06671602   0.17106128
   0.03322478   0.19947930
  -0.01499660   0.22213602
  -0.07213332   0.23424704
  -0.12972218   0.23509863
  -0.18115057   0.22754695
  -0.22339380   0.21521196
  -0.25588310   0.20065509
  -0.27901092   0.18523724
  -0.29354095   0.16971464
  -0.30264267   0.15573689
  -0.30915272   0.14441638
  -0.31374359   0.13570774
  -0.31676325   0.12958771
  -0.31844234   0.12603410
  -0.31891704   0.12501413
  -0.31821856   0.12653762
  -0.31634253   0.13051087
  -0.31353462   0.13620010
  -0.31058586   0.14189570
  -0.30859372   0.14559044
  -0.30852589   0.14568597
  -0.31129488   0.14040600
  -0.31744218   0.12769482
  -0.32589993   0.10738383
  -0.33418491   0.08238124
  -0.34035870   0.05676507
  -0.34397602   0.03382264
  -0.34559503   0.01559204
  -0.34607235   0.00318616
  -0.34596327  -0.00256605
  -0.34280527  -0.00102115
  -0.33430308   0.00705759
  -0.32053447   0.01898473
  -0.30221382   0.03113479
  -0.28073609   0.04022320
  -0.25774333   0.04477800
  -0.23443046   0.04577018
  -0.21145068   0.04516227
  -0.18923922   0.04431333
  -0.16814774   0.04375730
  -0.14843513   0.04355041
  -0.13023916   0.04358971
  -0.11359020   0.04374879
  -0.09847859   0.04384676
  -0.08491664   0.04364514
  -0.07006700   0.04112418
  -0.05385540   0.03591661
  -0.04540897   0.03399269
  -0.04339005   0.03618862
  -0.04120824   0.03831577
  -0.03877244   0.04043690
  -0.03601677   0.04256427
  -0.03290909   0.04466715
  -0.02945361   0.04668692
  -0.02569082   0.04855235
  -0.02169369   0.05019527
  -0.02000819   0.05083949
  -0.01469634   0.05233372
  -0.00872784   0.05334791
   0.00042754   0.05399176
   0.00847749   0.05346044
   0.01528626   0.05218522
   0.02093180   0.05051029
   0.02558126   0.04866755
   0.02941319   0.04679728
   0.03258218   0.04498060
   0.03520946   0.04326630
   0.03738182   0.04168867
   0.03915751   0.04027934
   0.04056966   0.03907292
   0.04163671   0.03810656
   0.04237229   0.03741067
   0.04279938   0.03699402
   0.05034021   0.04326519
   0.06048760   0.05230273
   0.07342295   0.06454144
   0.08230685   0.07471041
   0.09182593   0.08717842
   0.10149428   0.10262937
   0.10954916   0.12253059
   0.11241054   0.14883192
   0.10479115   0.18259509
   0.08042882   0.22222617
   0.03441537   0.26220042
  -0.03252181   0.29412514
  -0.11192065   0.31139442
  -0.19183937   0.31332782
  -0.26323372   0.30402192
  -0.32200849   0.28828868
  -0.36725408   0.26934749
  -0.39926344   0.24883753
  -0.41888198   0.22770438
  -0.43085241   0.20837329
  -0.43946171   0.19255960
  -0.44558325   0.18026549
  -0.44963503   0.17154433
  -0.45191604   0.16640012
  -0.45263189   0.16476059
  -0.45181614   0.16666014
  -0.44940117   0.17212214
  -0.44566873   0.18018544
  -0.44177762   0.18818238
  -0.43941420   0.19284761
  -0.43998113   0.19166800
  -0.44449791   0.18231861
  -0.45319626   0.16249934
  -0.46431664   0.13236529
  -0.47461888   0.09588376
  -0.48171800   0.05870217
  -0.48523766   0.02561169
  -0.48618454  -0.00045499
  -0.48591807  -0.01812558
  -0.48528165  -0.02641813
  -0.48039857  -0.02419662
  -0.46758655  -0.01239770
  -0.44683167   0.00495635
  -0.41907653   0.02265808
  -0.38629177   0.03630003
  -0.35094082   0.04395859
  -0.31509662   0.04676633
  -0.28012162   0.04717329
  -0.24689828   0.04700056
  -0.21600653   0.04703750
  -0.18777244   0.04740891
  -0.16228752   0.04801067
  -0.13945812   0.04871029
  -0.11913319   0.04927563
  -0.10121459   0.04937058
  -0.08566416   0.04871782
  -0.07240906   0.04726167
  -0.05525136   0.04069934
  -0.04357526   0.03618112
  -0.04122313   0.03845517
  -0.03856724   0.04072934
  -0.03553034   0.04301062
  -0.03208045   0.04525293
  -0.02823210   0.04737857
  -0.02404692   0.04929918
  -0.01962600   0.05093459
  -0.01781284   0.05155727
  -0.02166270   0.05024551
  -0.01535474   0.05203628
  -0.00547012   0.05372206
   0.00353348   0.05390209
   0.01129811   0.05302934
   0.01778434   0.05153336
   0.02312524   0.04973070
   0.02750855   0.04782285
   0.03111232   0.04592862
   0.03408159   0.04411933
   0.03652194   0.04244272
   0.03850302   0.04094084
   0.04006275   0.03965984
   0.04121465   0.03865211
   0.04196348   0.03796694
   0.04960703   0.04418038
   0.06009798   0.05357879
   0.07384475   0.06663009
   0.08387799   0.07763372
   0.09517507   0.09119322
   0.10789885   0.10778355
   0.12155572   0.12841606
   0.13367525   0.15536669
   0.13893819   0.19174889
   0.12945011   0.23931083
   0.09588622   0.29570234
   0.03100897   0.35266742
  -0.06385822   0.39792320
  -0.17606065   0.42225799
  -0.28838566   0.42521480
  -0.38822079   0.41280952
  -0.47001806   0.39166638
  -0.53263199   0.36607140
  -0.57657743   0.33814013
  -0.60311097   0.30907047
  -0.61901373   0.28213215
  -0.63054997   0.25980660
  -0.63883460   0.24222554
  -0.64436108   0.22962774
  -0.64750862   0.22207949
  -0.64861131   0.21938156
  -0.64774525   0.22153419
  -0.64474869   0.22877215
  -0.63993144   0.23990598
  -0.63495147   0.25085026
  -0.63233608   0.25636685
  -0.63411278   0.25247025
  -0.64131618   0.23613147
  -0.65347815   0.20513231
  -0.66780585   0.16037914
  -0.68016231   0.10716189
  -0.68772471   0.05320478
  -0.69034386   0.00557030
  -0.68976122  -0.03144897
  -0.68808722  -0.05627301
  -0.68655992  -0.06798013
  -0.67964870  -0.06486903
  -0.66160727  -0.04797325
  -0.63187248  -0.02296590
  -0.59122872   0.00291320
  -0.54215491   0.02372659
  -0.48825160   0.03678429
  -0.43306604   0.04320034
  -0.37932646   0.04591911
  -0.32887948   0.04736961
  -0.28281847   0.04874740
  -0.24162707   0.05033278
  -0.20529953   0.05205655
  -0.17349611   0.05378998
  -0.14578117   0.05523084
  -0.12182254   0.05590658
  -0.10142204   0.05543480
  -0.08437946   0.05376323
  -0.07029680   0.05123218
  -0.05286222   0.04354171
  -0.04118952   0.03863609
  -0.03826135   0.04109284
  -0.03487546   0.04355304
  -0.03100264   0.04594893
  -0.02667513   0.04817736
  -0.02198613   0.05012862
  -0.01707723   0.05171321
  -0.01512831   0.05229560
  -0.02896919   0.04708181
  -0.02261468   0.04974985
  -0.01231469   0.05272457
  -0.00244599   0.05391510
   0.00634456   0.05369279
   0.01381038   0.05254257
   0.01999115   0.05087705
   0.02505716   0.04898171
   0.02920333   0.04703213
   0.03259963   0.04513343
   0.03537497   0.04335448
   0.03761370   0.04175121
   0.03936012   0.04038468
   0.04062203   0.03932729
   0.04822715   0.04507792
   0.05879176   0.05437954
   0.07278515   0.06788577
   0.08334026   0.07979631
   0.09542223   0.09475367
   0.10956506   0.11325692
   0.12635390   0.13593709
   0.14538382   0.16427754
   0.16315557   0.20173281
   0.17163979   0.25312683
   0.15888482   0.32108730
   0.11097869   0.40173259
   0.01765436   0.48214695
  -0.11779197   0.54391402
  -0.27524889   0.57424641
  -0.42911857   0.57375431
  -0.56193078   0.55214167
  -0.66732758   0.51948202
  -0.74576199   0.48220292
  -0.80007070   0.44339633
  -0.83342320   0.40445590
  -0.85372740   0.36844423
  -0.86864972   0.33814603
  -0.87950623   0.31391546
  -0.88679528   0.29637897
  -0.89098382   0.28576389
  -0.89257973   0.28160045
